sample_id,material_name,material_class_original,chemical_composition_original,architecture_descriptor,composition_type_std,primary_material_family,primary_material_group,secondary_material_family,secondary_material_group,tertiary_material_family,tertiary_material_group,composition_descriptor_std,n_detected_material_families,contains_synthetic_polymer,contains_inorganic,contains_carbonaceous,contains_polysaccharide,contains_protein,contains_fluoropolymer,contains_silica,contains_mof,contains_silver,contains_antimicrobial_additive,contains_support_substrate,is_commercial_reference,source,solid_content (g/100ml),skeletal_density (g/cm3),porosity (%),permeability (m2),bet_surface_area (m2/g),average_pore_size (nm),fiber_diameter (nm),filtration_efficiency (%),pressure_drop (mmH2O/cm),airflow_rate (cm/s),sample_thickness (mm),average_particle_size (nm),quality_factor (mmH2O^-1),bulk_density (g/cm3)
kevlar_aerogel1,kevlar aerogel,kevlar aerogel,PPTA,monolithic_aerogel,synthetic_polymer,kevlar_ppta,synthetic_polymer,,,,,kevlar_ppta,1,1,0,0,0,0,0,0,0,0,0,0,0,A. Agrawal dissertation,1,1.48,98.9,2.00E-09,326,,32,99.5,,50,5,75,,0.016
sPS-0.010,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,1,1.056,98.11,9.74E-10,,,,93.468,9.7,50,3.75,75,0.750091274,0.02
sPS-0.015,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,1.5,1.056,97.63,9.42E-10,,,,95.86,10.1,50,3.75,75,0.84078532,0.025
sPS-0.020,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,2,1.056,97.16,8.17E-10,,,,98.889,11.6,50,3.75,75,1.034461994,0.03
sPS-0.025,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,2.5,1.056,96.78,7.71E-10,,,,99.734,12.3,50,3.75,75,1.285513096,0.034
sPS-0.030,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,3,1.056,96.02,7.40E-10,,,,99.998,12.8,50,3.75,75,2.254120476,0.042
sPS-0.040,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,4,1.056,94.79,6.74E-10,,,,99.998,14.1,50,3.75,75,2.046293765,0.055
sPS-0.050,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,5,1.056,94.22,6.62E-10,,,,99.998,14.3,50,3.75,75,2.017674272,0.061
sPS-0.060,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,6,1.056,92.99,5.99E-10,,,,99.998,15.8,50,3.75,75,1.826122917,0.074
sPS-0.070,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,7,1.056,91.19,5.39E-10,,,,99.998,17.6,50,3.75,75,1.639360346,0.093
sPS-0.080,sPS aerogel,sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,8,1.056,90.53,5.29E-10,,,,99.998,17.9,50,3.75,75,1.611885033,0.1
sPS-g1,gradient density sPS aerogel,gradient density sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,,1.056,96.12,5.03E-10,,,,99.998,18.9,50,3.75,75,1.526600111,0.041
sPS-g2,gradient density sPS aerogel,gradient density sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,,1.056,95.93,5.94E-10,,,,99.998,16,50,3.75,75,1.803296381,0.043
sPS-g3,gradient density sPS aerogel,gradient density sPS aerogel,d-form syndiotactic polystyrene,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.seppur.2015.11.005,,1.056,97.92,7.55E-10,,,,99.998,12.6,50,3.75,75,2.289900166,0.022
T-0,silica aerogel,aerogel,TEOS-derived SiO2,monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,804.7,22,,,,,,75,,0.119
T-SiF3-5wt%,silylated silica aerogel,aerogel,TEOS + SiF3 (5 wt%),monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,790.3,12,,,,,,75,,0.123
T-SiF3-10wt%,silylated silica aerogel,aerogel,TEOS + SiF3 (10 wt%),monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,752.6,12,,,,,,75,,0.121
T-SiF3-15wt%,silylated silica aerogel,aerogel,TEOS + SiF3 (15 wt%),monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,756.8,12,,,,,,75,,0.125
T-SiF3-20wt%,silylated silica aerogel,aerogel,TEOS + SiF3 (20 wt%),monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,733,12,,,,,,75,,0.128
T-SiF3-25wt%,silylated silica aerogel,aerogel,TEOS + SiF3 (25 wt%),monolithic_aerogel,inorganic,silica,inorganic_or_mineral,,,,,silica,1,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1016/j.jnoncrysol.2016.01.016,,,,,726.2,10,,,,,,75,,0.135
A-CL-NFA,cellulose/lignin nanofibrous aerogel,nanofibrous aerogel,cellulose nanofibers + kraft lignin,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,lignin,polysaccharide_or_lignocellulosic,,,cellulose + lignin,2,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.memsci.2021.119977,,,99.1,,,10000,229,99.86,59.5,5,5,100,0.220883464,0.0135
PI,polyimide aerogel,polymer aerogel,polyimide (PAA derived from ODA + PMDA),monolithic_aerogel,synthetic_polymer,polyimide,synthetic_polymer,,,,,polyimide,1,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.compscitech.2023.110275,,,97.2,,,,,84.7,114.7,,,1500,,
5 wt% PANNF/PI,PAN nanofiber reinforced polyimide aerogel,composite aerogel,polyimide + polyacrylonitrile nanofibers,fibrous_aerogel,synthetic_polymer,polyimide,synthetic_polymer,pan,synthetic_polymer,,,polyimide + pan,2,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.compscitech.2023.110275,,,,,,,,,,,,1500,,
10 wt% PANNF/PI,PAN nanofiber reinforced polyimide aerogel,composite aerogel,polyimide + polyacrylonitrile nanofibers,fibrous_aerogel,synthetic_polymer,polyimide,synthetic_polymer,pan,synthetic_polymer,,,polyimide + pan,2,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.compscitech.2023.110275,,,99.1,,,,,97.2,90,,,1500,,0.029
15 wt% PANNF/PI,PAN nanofiber reinforced polyimide aerogel,composite aerogel,polyimide + polyacrylonitrile nanofibers,fibrous_aerogel,synthetic_polymer,polyimide,synthetic_polymer,pan,synthetic_polymer,,,polyimide + pan,2,1,0,0,0,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.compscitech.2023.110275,,,,,,,,,86.6,,,1500,,
K,Konjac glucomannan aerogel,Polysaccharide-based aerogel +1,Konjac glucomannan,monolithic_aerogel,bio_based,konjac_glucomannan,polysaccharide_or_lignocellulosic,,,,,konjac_glucomannan,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.indcrop.2023.116462,,,98.43,,,,,,,,3,,,0.0136
KC0.3​,Konjac glucomannan/curdlan aerogel,Polysaccharide-based aerogel +1,"Konjac glucomannan (1g/100mL), Curdlan (0.3g/100mL)",monolithic_aerogel,bio_based,konjac_glucomannan,polysaccharide_or_lignocellulosic,curdlan,polysaccharide_or_lignocellulosic,,,konjac_glucomannan + curdlan,2,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.indcrop.2023.116462,1.3,,98.12,,,35000,,28.33,47.5,,3,500,0.023375294,0.0152
KC0.6​,Konjac glucomannan/curdlan aerogel,Polysaccharide-based aerogel +1,"Konjac glucomannan (1g/100mL), Curdlan (0.6g/100mL)",monolithic_aerogel,bio_based,konjac_glucomannan,polysaccharide_or_lignocellulosic,curdlan,polysaccharide_or_lignocellulosic,,,konjac_glucomannan + curdlan,2,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.indcrop.2023.116462,1.6,,97.56,,,,,42.08,139.3,,3,500,0.013067898,0.0199
KC0.9​,Konjac glucomannan/curdlan aerogel,Polysaccharide-based aerogel +1,"Konjac glucomannan (1g/100mL), Curdlan (0.9g/100mL)",monolithic_aerogel,bio_based,konjac_glucomannan,polysaccharide_or_lignocellulosic,curdlan,polysaccharide_or_lignocellulosic,,,konjac_glucomannan + curdlan,2,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.indcrop.2023.116462,1.9,,97.3,,,,,52.5,186.9,,3,500,0.013276984,0.0209
KC1.2​,Konjac glucomannan/curdlan aerogel,Polysaccharide-based aerogel +1,"Konjac glucomannan (1g/100mL), Curdlan (1.2g/100mL)",monolithic_aerogel,bio_based,konjac_glucomannan,polysaccharide_or_lignocellulosic,curdlan,polysaccharide_or_lignocellulosic,,,konjac_glucomannan + curdlan,2,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1016/j.indcrop.2023.116462,2.2,,95.94,,,38000,,38.6,339.8,,3,500,0.004784779,0.0209
SAg 2.0%,SAg air filter,SA/nanosilver composite,"2.0 wt% SA, 1.0 wt% AgNO3​",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,3,,,,,,,93.2,,,3,300,,
SAg 2.5%,SAg air filter,SA/nanosilver composite,"2.5 wt% SA, 1.0 wt% AgNO3​",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,3.5,,,,,,,92.4,,,3,300,,
SAg 3.0%,SAg air filter,SA/nanosilver composite,"3.0 wt% SA, 1.0 wt% AgNO3​",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,4,,,,,,,93.63,,,3,300,,
SAg 3.5%,SAg air filter,SA/nanosilver composite,"3.5 wt% SA, 1.0 wt% AgNO3​",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,4.5,,,,,45000,,98.67,,,3,300,,
SAg 4.0%,SAg air filter,SA/nanosilver composite,"4.0 wt% SA, 1.0 wt% AgNO3​",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,5,,,,,,,98.6,,,3,300,,
SAg 3.5-1.0-g,SAg air filter (softened),SA/nanosilver/ glycerol,"3.5 wt% SA, 1.0 wt% AgNPs, 10% glycerol",composite_filter,hybrid,alginate,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,,,alginate + silver,2,0,1,0,1,0,0,0,0,1,1,0,0,https://doi.org/10.1016/j.mtsust.2022.100211,4.5,,,,,40000,,87.7,"142,970",,3,300,4.89E-05,
CNF-TN0,CNF cryogel,Cellulose-based,CNF + Gelatin,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,,,cellulose + gelatin,2,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,2.2,,99.2,,15.22,250,16.9,91,20.4,5.3,5,250,0.236073099,0.012
CNF-TN1,Hybrid cryogel,Cellulose-TN,CNF+Gelatin+1% TN,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,tn_additive,functional_additive,cellulose + gelatin + tn_additive,3,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,3.2,,99,,15.37,,16.9,91,19.8,5.3,5,250,0.243226829,0.02
CNF-TN2,Hybrid cryogel,Cellulose-TN,CNF+Gelatin+2% TN,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,tn_additive,functional_additive,cellulose + gelatin + tn_additive,3,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,4.2,,98.9,,15.41,,16.9,91,16.9,5.3,5,250,0.284963977,0.029
CNF-TN3,Hybrid cryogel,Cellulose-TN,CNF+Gelatin+3% TN,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,tn_additive,functional_additive,cellulose + gelatin + tn_additive,3,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,5.2,,98.4,,16.18,,16.9,91,15.3,5.3,5,250,0.314764132,0.034
CNF-TN4,Hybrid cryogel,Cellulose-TN,CNF+Gelatin+4% TN,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,tn_additive,functional_additive,cellulose + gelatin + tn_additive,3,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,6.2,,98,,16.37,,16.9,91,24.9,5.3,5,250,0.193409286,0.046
CNF-TN5,Hybrid cryogel,Cellulose-TN,CNF+Gelatin+5% TN,monolithic_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,gelatin,protein_based,tn_additive,functional_additive,cellulose + gelatin + tn_additive,3,0,0,0,1,1,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,7.2,,97.7,,17.18,100,16.9,99.4,37.1,5.3,5,250,0.275794922,0.052
CNF-TN3-0-5,Layered filter,Multilayer hybrid,CNF-TN3/0/5,multilayer_filter,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,14.6,,,,,,16.9,91,20.1,5.3,3,250,0.39932763,
CNF-TN3-0-5-S,Layered filter,Multilayer hybrid,CNF-TN3/0/5 + Surface,multilayer_filter,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1002/smll.202409157,14.6,,,,,,16.9,91,21.8,5.3,3,250,0.368187402,
SA,Sodium alginate aerogel,Polysaccharide-based,Sodium alginate,monolithic_aerogel,bio_based,alginate,polysaccharide_or_lignocellulosic,,,,,alginate,1,0,0,0,1,0,0,0,0,0,0,0,0,http://doi.org/10.1016/j.seppur.2023.123179,2.5,,,,,,,92.48,,5.3,3,300,,
SK,SA/KGM aerogel,Polysaccharide-based,"Sodium alginate, Konjac glucomannan",monolithic_aerogel,bio_based,alginate,polysaccharide_or_lignocellulosic,konjac_glucomannan,polysaccharide_or_lignocellulosic,,,alginate + konjac_glucomannan,2,0,0,0,1,0,0,0,0,0,0,0,0,http://doi.org/10.1016/j.seppur.2023.123179,2.5,,98.42,,,,,94.67,,5.3,3,300,,0.0152
SKAg,SA/KGM/AgNPs aerogel,Polysaccharide-based,"SA, KGM, Silver nanoparticles",monolithic_aerogel,hybrid,alginate,polysaccharide_or_lignocellulosic,konjac_glucomannan,polysaccharide_or_lignocellulosic,silver,inorganic_or_mineral,alginate + konjac_glucomannan + silver,3,0,1,0,1,0,0,0,0,1,1,0,0,http://doi.org/10.1016/j.seppur.2023.123179,3.5,,98.37,,,45000,,99.46,51.78,5.3,3,300,0.336124393,0.0213
sPS,Syndiotactic polystyrene aerogel,Aerogel,Syndiotactic polystyrene (sPS),monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,,,,,sps,1,1,0,0,0,0,0,0,0,0,0,0,0,doi.org/10.1021/acsami.6b14784,2,1.056,97.2,2.20E-10,,100,11,98.889,42.5,50,3.75,75,0.282347274,0.03
sPS_PVDF-1,sPS-PVDF hybrid aerogel,Aerogel,sPS and PVDF,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,pvdf,synthetic_polymer,,,sps + pvdf,2,1,0,0,0,0,1,0,0,0,0,0,0,doi.org/10.1021/acsami.6b14784,2.1,1.085,97.1,1.50E-10,,,11,99.719,63.2,50,3.75,75,0.247872185,0.031
sPS_PVDF-2,sPS-PVDF hybrid aerogel,Aerogel,sPS and PVDF,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,pvdf,synthetic_polymer,,,sps + pvdf,2,1,0,0,0,0,1,0,0,0,0,0,0,doi.org/10.1021/acsami.6b14784,2.4,1.223,97.2,2.40E-10,,,11,99.998,39.3,50,3.75,75,0.734166465,0.034
sPS_PVDF-3,sPS-PVDF hybrid aerogel,Aerogel,sPS and PVDF,monolithic_aerogel,synthetic_polymer,sps,synthetic_polymer,pvdf,synthetic_polymer,,,sps + pvdf,2,1,0,0,0,0,1,0,0,0,0,0,0,doi.org/10.1021/acsami.6b14784,2.7,1.349,97.3,2.50E-10,,,11,99.998,37.3,50,3.75,75,0.77353196,0.037
MCB_1.0,CNF nanofoam,Cellulose-based nanofoam/aerogel,"Lignin-containing CNF, MTMS, HDTMS",monolithic_aerogel,hybrid,lignin,polysaccharide_or_lignocellulosic,cellulose,polysaccharide_or_lignocellulosic,silica,inorganic_or_mineral,lignin + cellulose + silica,3,0,1,0,1,0,0,1,0,0,0,0,0,doi.org/10.1016/j.jclepro.2021.127498,1,1.528,99.1,,5.9,100,50,98,81.48,5.3,12,250,0.040010054,0.0139
MCB_0.75,CNF nanofoam,Cellulose-based nanofoam/aerogel,"Lignin-containing CNF, MTMS, HDTMS",monolithic_aerogel,hybrid,lignin,polysaccharide_or_lignocellulosic,cellulose,polysaccharide_or_lignocellulosic,silica,inorganic_or_mineral,lignin + cellulose + silica,3,0,1,0,1,0,0,1,0,0,0,0,0,doi.org/10.1016/j.jclepro.2021.127498,0.75,1.528,99.3,,11.1,100,50,98.9,70.53,5.3,12,250,0.053285363,0.0105
MCB_0.5,CNF nanofoam,Cellulose-based nanofoam/aerogel,"Lignin-containing CNF, MTMS, HDTMS",monolithic_aerogel,hybrid,lignin,polysaccharide_or_lignocellulosic,cellulose,polysaccharide_or_lignocellulosic,silica,inorganic_or_mineral,lignin + cellulose + silica,3,0,1,0,1,0,0,1,0,0,0,0,0,doi.org/10.1016/j.jclepro.2021.127498,0.5,1.528,99.3,,11,100,50,97.5,28.04,5.3,12,250,0.109631463,0.0104
MCB_0.3,CNF nanofoam,Cellulose-based nanofoam/aerogel,"Lignin-containing CNF, MTMS, HDTMS",monolithic_aerogel,hybrid,lignin,polysaccharide_or_lignocellulosic,cellulose,polysaccharide_or_lignocellulosic,silica,inorganic_or_mineral,lignin + cellulose + silica,3,0,1,0,1,0,0,1,0,0,0,0,0,doi.org/10.1016/j.jclepro.2021.127498,0.3,1.528,99.7,,15.4,100,50,96.5,12.75,5.3,12,250,0.219111583,0.0044
MCB_0.2,CNF nanofoam,Cellulose-based nanofoam/aerogel,"Lignin-containing CNF, MTMS, HDTMS",monolithic_aerogel,hybrid,lignin,polysaccharide_or_lignocellulosic,cellulose,polysaccharide_or_lignocellulosic,silica,inorganic_or_mineral,lignin + cellulose + silica,3,0,1,0,1,0,0,1,0,0,0,0,0,doi.org/10.1016/j.jclepro.2021.127498,0.2,1.528,99.8,,18.6,100,50,96,18.22,5.3,12,250,0.147222641,0.0028
NFA-93.91,Pul/PVA NFA,nanofiber aerogel,Pullulan/PVA (40/60 wt%),fibrous_aerogel,hybrid,pullulan,polysaccharide_or_lignocellulosic,pva,synthetic_polymer,,,pullulan + pva,2,1,0,0,1,0,0,0,0,0,0,0,0,https://pubs.acs.org/doi/10.1021/acsami.8b00455,,1.454,93.91,5.77E-11,,3500,240,99.998,37.39,1.5,15,208,0.192917505,0.0885
NFA-96.64,Pul/PVA NFA,nanofiber aerogel,Pullulan/PVA (40/60 wt%),fibrous_aerogel,hybrid,pullulan,polysaccharide_or_lignocellulosic,pva,synthetic_polymer,,,pullulan + pva,2,1,0,0,1,0,0,0,0,0,0,0,0,https://pubs.acs.org/doi/10.1021/acsami.8b00455,,1.454,96.64,3.30E-10,,3500,240,99.56,7.82,1.5,15,208,0.462587446,0.04891
NFA-98.40,Pul/PVA NFA,nanofiber aerogel,Pullulan/PVA (40/60 wt%),fibrous_aerogel,hybrid,pullulan,polysaccharide_or_lignocellulosic,pva,synthetic_polymer,,,pullulan + pva,2,1,0,0,1,0,0,0,0,0,0,0,0,https://pubs.acs.org/doi/10.1021/acsami.8b00455,,1.454,98.4,5.31E-10,,3500,240,98.2,4.08,1.5,15,208,0.656435216,0.0232
C-NFM-top,Commercial NFM with topping,commercial nanofiber mat/membrane,,commercial_filter_media,unclassified,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,https://pubs.acs.org/doi/10.1021/acsami.8b00455,,,,,,,123,99.97,,1.5,,208,,
C-NFM-no-top,Commercial NFM without topping,commercial nanofiber mat/membrane,,commercial_filter_media,unclassified,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,https://pubs.acs.org/doi/10.1021/acsami.8b00455,,,,,,,106,98.55,,1.5,,208,,
TOCN-A-0TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,94,7000,3,,,,,,,
TOCN-A-10TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,3,,,,,,,
TOCN-A-20TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,319,,3,,,,,,,
TOCN-A-30TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,310,,3,,,,,,,
TOCN-A-40TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,310,,3,,,,,,,
TOCN-A-50TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,310,,3,,,,,,,
TOCN-A-60TBA,TOCN aerogel,nanocellulose aerogel,TEMPO-oxidized cellulose nanofibrils from softwood bleached kraft pulp; cellulose with sodium carboxylate groups,fibrous_aerogel,bio_based,cellulose,polysaccharide_or_lignocellulosic,,,,,cellulose,1,0,0,0,1,0,0,0,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,219,,3,,,,,,,
HEPA-BASE-125,HEPA-grade base filter,glass fiber air filter,borosilicate microglass fiber,nonwoven_fibrous_filter,inorganic,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,,,glass_fiber + silica,2,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9599,,5.3,,125,,
HEPA-BASE-175,HEPA-grade base filter,glass fiber air filter,borosilicate microglass fiber,nonwoven_fibrous_filter,inorganic,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,,,glass_fiber + silica,2,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9782,,5.3,,175,,
HEPA-BASE-250,HEPA-grade base filter,glass fiber air filter,borosilicate microglass fiber,nonwoven_fibrous_filter,inorganic,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,,,glass_fiber + silica,2,0,1,0,0,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9933,,5.3,,250,,
HEPA-W-0.005-125,TOCN aerogel-containing filter,composite air filter,borosilicate microglass fiber + TOCN (water dispersion),monolithic_aerogel,hybrid,glass_fiber,inorganic_or_mineral,silica,inorganic_or_mineral,cellulose,polysaccharide_or_lignocellulosic,glass_fiber + silica + cellulose,3,0,1,0,1,0,0,1,0,0,0,0,0,https://doi.org/10.1021/acsami.5b05841,,,,,,,,99.9569,,5.3,,125,,
